News,Target
"
“Joe Biden calls Pennsylvania voters who don’t support him ‘chumps.’”
",0
"
Says Trump “didn’t campaign on cutting the debt” … “That’s not what he promised to do.”
",0
"
“I can send every qualified person to a four-year college in their state for $150 billion.”
",0
"
“The majority of minimum wage workers...are mothers.”
",0
"
Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""
",1
"
“Major decision protecting voting rights in Pa. Ballots received after Election Day will not be counted.”
",0
"
A Detroit TV station aired the election results a week early.
",0
"
“When asked about court-packing, Biden's staff immediately escorts the camera out.”
",0
"
Says U.S. Rep. Ann Wagner “voted five times against protecting pre-existing conditions.""
",0
"
“I have been very clear with DACA. Even in my campaign six years ago I stood for those Dreamers.”
",0
"
Says Kamala Harris said looters are just feeding their hungry kids.
",0
"
Says Jill Biden said, “Whatever is on Hunter’s laptop is not important.”
",0
"
My 2018 election was the first time Speaker Robin Vos has lost a Republican-held seat
",1
"
“The Columbia school buildings in my district have the lowest test scores in all of Boone County.”
",0
"
Joe Biden “wants to get rid of something called ‘stepped up basis’” that reduces inheritance taxes.
",1
"
Counting ballots for weeks after Election Day “is totally inappropriate, and I don't believe that's by our laws.""
",0
"
Sen. Kamala Harris “may have broken laws” when she visited a voting site in Ohio
",0
"
“Because our family couldn’t afford health insurance, Obama/Biden penalized us about $10,000, then took that $10,000 and used it to pay for others’ free Obamacare. Trump ended that theft.”
",0
"
“Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts.”

",0
"
Drivers will “get guaranteed earnings, health care benefits, personal protections, and they can maintain their flexible schedules.”
",0
"
Photo shows Joe Biden’s license plate says “THEBIGGUY.”
",0
"

Says Clint Eastwood called Joe Biden an “incompetent, lying, flip-flopping, insincere, double-talking, radical socialist.”
",0
"
“Now with the COVID-19 … more people are dependent on drugs or alcohol.”
",0
"
Says someone tried to suppress votes by disguising trash cans as ballot boxes.
",0
"
“In Nevada, they want to have a thing where you don’t have to have any verification of the signature” on ballots.
",0
"
An “anti-Black Lives Matter” flag replaced the American flag behind President Trump during a Waukesha campaign rally.
",0
"
Upton “voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions”
",0
"
Says North Carolina just landed an auto plant.
",0
"
“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”
",0
"
On confirming a Supreme Court justice nominee in a presidential election year.
",0
"
“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”
",1
"
“President Obama would never give them long-term funding, and I did … I saved historically Black colleges and universities.”
",0
"
Says Joe Biden said “Why am I doing this? Why? What is my real aim?”
",0
"
Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.
",0
"
“More suicide deaths than coronavirus death past two months.”
",0
"
""Joe Biden says he supports sex changes for kids.""
",0
"
U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.
",0
"
“CAN I CHANGE MY VOTE? ... The answer in most states is YES.”
",0
"
Says Hunter Biden “died of a crack overdose.”
",0
"
“Biden admits to voter fraud.”
",0
"
""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”
",0
"
Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.
",0
"
Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""
",0
"
""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""
",0
"
""We have a mayor in D.C. who formed a commission with recommendations. Her recommendation is: Take down the Washington Monument, close up the Lincoln Monument.""
",0
"
The coronavirus ""was constructed in the Wuhan Institute of Virology.”
 ",0
"
Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""
",0
"
A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.
",0
"
A yearbook photo shows Mark Kelly dressed as Adolf Hitler.
",0
"
""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""
",0
"
Says Joe Biden had an iPad at his podium during the debate.
",0
"
 Says Donald Trump “voted twice” in the Nov. 3, 2020 election
",0
"
""Generally the deaths are still pretty flat because we've flattened the curve.”
",0
"
As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”
",0
"
Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”
",0
"
Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.
",0
"
Says Karen Handel ""slashed the Centers for Disease Control's ability to fight diseases, cutting millions in research funding.""
",0
"
Says Donald Trump “is pushing to slash Medicare benefits.""
",0
"
Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""
",0
"
“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""
",0
"
Michigan has been “like a prison” during the coronavirus.
",0
"
Says Donald Trump said “good” during the final presidential debate in reference to families being separated at the border.
",0
"
Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""
",0
"
“They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.”
",0
"
“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”
",0
"
""We are rounding the turn (on coronavirus). We are rounding the corner.""
",0
"
Pennsylvania “never opened.”
",0
"
Says Mark Kelly took to space a “Chinese communist banner.”
",0
"
Says “Joe & Jill Biden’s income went from $396,456 in 2016, to $16,596,979 in 2017-2019. Anyone else want to know where that money is coming from?”
",0
"
The “3 red stripes” in Joe Biden’s campaign logo refer to a Chinese socialist slogan.
",0
"
Says Biden said, ""The day after I’m elected I will let you know what I stand for, bc if I tell you now it will be all over the news.""
",0
